product_id,product_name,category,price,stock_quantity
5c9ed43f-36f0-44ee-871d-db137c2d261f,Sound Pet Supplies,Baby Products,317.53,819
6738c707-31d0-4380-ae6f-3f508fcd92f9,Career Pet Supplies,Beverages,65.27,556
212be58e-7d5d-4be1-bb96-e0671b86ac63,Energy Personal Care,Personal Care,284.06,438
a3958e10-bc50-4b5a-ac60-a49d9e083d0d,Message Baby Products,Snacks,403.43,876
b293b951-3801-4e6e-9d6e-ac86a3a0b482,Head Beverages,Beverages,412.53,197
64ce041a-0d14-4ef0-91cb-766ac1f63a1f,Child Household,Household,9.85,675
c978e96d-df7b-4bc0-a7e8-a48049fdc7d0,Loss Snacks,Baby Products,315.82,125
97626e1c-fb38-4703-bcdd-51be2941180b,Character Household,Pet Supplies,117.41,112
fac91ee0-2daa-442a-8f9c-e39204163e87,Else Pet Supplies,Beverages,177.2,164
b0a52dcd-3353-4aad-9c82-46890b5e158b,Full Baby Products,Snacks,342.42,161
e4943085-50d1-498a-adb6-1790670f2de1,Lay Baby Products,Beverages,92.91,440
27b411d4-e056-48f4-9b91-103f57551416,Current Personal Care,Snacks,461.47,424
6876b13f-db05-44b9-9080-a6574e9f0211,Person Household,Baby Products,158.28,991
d9fb4ced-0029-4e8a-a811-61bd0117df39,Account Snacks,Pet Supplies,193.16,125
07b0d95e-488e-4908-bb1e-10d45e9ee531,Before Snacks,Pet Supplies,218.82,287
5aeecf70-1f82-48a2-99e0-76f97b3a15f4,Start Personal Care,Beverages,83.91,677
06f43164-e360-4393-b135-46e2dbb54a3e,Meeting Pet Supplies,Household,357.95,89
d10a74f6-df93-4da7-b674-cf1106fbcfee,Baby Personal Care,Personal Care,145.26,312
03589907-595a-4e9a-ac48-81041608aacf,Several Beverages,Baby Products,402.65,664
e21aeac1-efb2-4805-b62d-d36da0929a6d,Practice Baby Products,Personal Care,186.44,298
322df715-47ef-4653-9cf8-e7ae4d3d349b,Seat Household,Personal Care,415.99,224
312af471-2a67-4fcb-9f97-f5df7127affd,Seem Beverages,Beverages,380.45,186
2c57adb9-d412-4735-80bf-4dffe66f8360,Game Pet Supplies,Snacks,393.43,400
c68a9753-668e-4b81-a97d-3c8708aebe71,Fill Snacks,Pet Supplies,194.52,124
5e878da0-2bb3-429e-941b-76753472b9e2,Certain Baby Products,Personal Care,156.96,946
b4f4fee3-be17-4838-ba54-2f5cfe53c784,Cultural Pet Supplies,Baby Products,390.09,34
1b5dae47-03ea-403f-a159-725890ed6dbb,Very Snacks,Personal Care,55.9,519
cdc9b1ae-bef0-4af7-96fb-84991d86f807,Always Snacks,Household,383.63,157
98d65a83-6bf6-4ad4-a266-9afc674ca9a7,Other Snacks,Personal Care,311.36,950
3966cc86-400f-4ac5-ac30-140b06673d09,Size Snacks,Personal Care,285.45,543
9234825b-8ac7-429b-a1e5-71dce88e08e4,Hard Beverages,Pet Supplies,285.06,473
01d856da-85eb-48b4-8c05-927ae63323d1,Must Household,Beverages,465.37,930
b92611af-fe00-4b67-8894-4f698e254977,International Baby Products,Beverages,421.79,124
8375a734-3508-4e80-b769-9c0f1b4aea09,Democrat Household,Personal Care,261.61,938
6d28f85b-13fd-4741-814d-3d4e4f4be547,Concern Snacks,Pet Supplies,11.51,178
7da5399b-4f7a-4d69-bcd4-1828ac7fb0f3,Quality Beverages,Personal Care,4.11,358
f380fb06-5f2e-4720-8126-f882dae48731,Same Household,Snacks,243.04,221
d0e331d1-8b04-4663-81ef-4f5c00eedf4a,Court Personal Care,Personal Care,69.25,144
c96d38d6-2575-4b34-a177-a0f4794e69ea,Last Personal Care,Household,355.75,296
758bce6e-4eb0-497a-ad0a-d2a40d603ec0,Paper Beverages,Personal Care,337.86,922
b884a153-6d2a-429b-8a50-84e806930f7d,Discussion Beverages,Household,492.95,97
5fec0137-c61e-42f6-96fb-3d54b444bb2b,Modern Snacks,Personal Care,181.25,870
bb17c22e-32df-4cac-a186-6c0df6eff27f,Perhaps Household,Baby Products,78.22,179
c7153f76-5c3a-417a-b6cb-33a37c2584ed,Learn Household,Baby Products,126.84,616
9e9f3047-bcaa-4d28-bb33-7c8c05b4c3fa,Organization Snacks,Personal Care,228.03,79
cdeaeb92-4d12-4e92-8ca2-6aec4f0df644,Another Pet Supplies,Baby Products,23.14,509
f2b18f6d-64f0-45a0-98d4-ec12be88f7a5,Enjoy Pet Supplies,Beverages,44.52,177
0adf5a3a-4ed7-4e41-9016-018652add5d6,Whether Snacks,Personal Care,440.77,705
1bdf5ab9-7efd-4057-b724-d0b4b5e99e35,Store Pet Supplies,Pet Supplies,108.54,26
6a8ec3bc-2b88-44a0-80e3-4d8c59ecc4ce,Family Snacks,Pet Supplies,487.0,748
636407b4-1c4c-4b9d-bf95-ac6c5bb667a6,Record Baby Products,Snacks,434.05,443
df628a2d-3b0b-49fc-aed9-ffca5a5e768a,Green Personal Care,Baby Products,126.73,685
5f76690e-0328-46cb-ad35-922db1db427d,Several Snacks,Snacks,103.56,395
beb0b1e8-d897-474e-a200-a1720160b6db,Control Beverages,Pet Supplies,146.38,219
173b5411-a2bd-4504-850f-5a02d58c3653,Research Pet Supplies,Personal Care,251.99,300
d4094d32-0b31-4d65-a274-4cb91a7499c4,Believe Baby Products,Beverages,66.03,888
90a9b303-c47d-42bb-87a5-992da4e3bbe7,Choose Household,Household,231.57,0
1acdf8b0-06a7-4cf4-93c3-cd8fe0feffae,Security Baby Products,Beverages,270.23,789
0008e522-3df2-48b1-b967-2fbc25baed56,Several Baby Products,Personal Care,158.9,319
b0d50fea-c286-407d-b194-420d2b2dcce5,Yet Pet Supplies,Snacks,449.93,803
fb30ca58-4c8e-4005-a6a8-d25e521383bd,Room Beverages,Beverages,354.0,166
2f10420b-5a31-48b5-b18c-cb37d43a9dc9,Energy Household,Personal Care,278.91,709
f25a4012-f775-4621-8392-fe140bd58897,Huge Beverages,Personal Care,101.66,631
5169100f-f35b-45e0-bd62-ca17dce3e9ff,Day Baby Products,Personal Care,448.21,302
59f4ebbe-f525-4fe3-9c80-112ca71be48b,Million Baby Products,Snacks,326.63,350
4984321f-cd14-449a-8c2c-fa891532dacb,Put Household,Baby Products,84.49,418
fecc1005-e822-48ea-942f-6a2a46fc6a36,Cultural Beverages,Snacks,57.5,510
cdf482c5-7ff6-4d25-a445-937af381bede,Difference Pet Supplies,Personal Care,395.31,795
5ff827fe-a61e-440f-b036-80bfc97a233d,Tv Baby Products,Beverages,3.16,891
0cc0c893-0f51-4379-8e99-9d5e49ac2816,Bill Snacks,Baby Products,452.22,310
84888027-6255-42a5-be29-24aa2ea5c95e,Summer Baby Products,Beverages,430.99,503
80a0723f-42ef-40ad-886e-c02c9903730a,Majority Pet Supplies,Beverages,300.61,755
4d6689f0-62b6-40d3-b361-717033579ebd,News Beverages,Household,288.64,641
2403d4fa-a1b0-4eed-b992-878c441735dc,Approach Pet Supplies,Personal Care,211.77,361
f8a3316b-37f2-4863-9e87-fdb7b27826c5,Agree Baby Products,Pet Supplies,290.89,758
1dcf5d79-0638-4411-b11e-34adaf3f3acb,Produce Snacks,Personal Care,295.54,344
05dd3ba4-5ffd-4ddc-b038-9f534813d9a9,Third Household,Pet Supplies,88.26,282
d712ecf2-a2fc-484c-91c9-b4b74f6edd4b,Possible Personal Care,Personal Care,409.34,10
51cc3cb9-8dde-4e88-93ea-6b6e4711e646,Computer Pet Supplies,Beverages,40.74,889
74775506-e0e4-42bf-be20-31f276d70baf,Despite Beverages,Snacks,262.1,577
f7fa4a60-c9a5-424a-bd92-e25a22a492cb,Of Personal Care,Snacks,206.61,256
563cbf1b-1566-43df-9e4d-96677c139f9e,House Snacks,Snacks,262.07,964
d279db5d-8a2e-47e0-8273-48152db33556,Various Personal Care,Beverages,51.69,103
2724b755-e3fc-43d8-8cf5-834b1b7696f4,Reason Personal Care,Snacks,272.67,552
01c7a73c-50f8-47e3-b794-94b828901cc3,Expert Snacks,Personal Care,410.1,652
f924dc0f-b9cc-4780-858a-a63f1589ef11,If Pet Supplies,Personal Care,390.48,464
8f82029e-61a1-4bbd-892a-dfd1ae3133a4,Along Baby Products,Pet Supplies,212.01,271
1891764d-23f3-47d0-935c-541d64b5c8e1,Compare Personal Care,Beverages,367.85,755
bd354eda-d6cb-46cc-bcda-845af6e156d7,Edge Beverages,Beverages,272.76,804
a6af69eb-02ee-4cfd-8c52-7a3ed7dee28d,No Beverages,Household,439.02,478
59bd610f-5ec8-409f-9be8-aa3182da2a1a,Movie Pet Supplies,Personal Care,378.06,438
47c5f59b-83c4-488a-8329-fc2a768996d5,Successful Baby Products,Snacks,99.6,424
946c37cb-9e09-4c4f-98bc-177242301a38,Another Pet Supplies,Beverages,391.25,133
d6c72195-7f4d-4149-a3c5-a234327f3457,Total Pet Supplies,Snacks,285.87,934
5125700a-385c-44eb-971f-50effe333387,Base Beverages,Beverages,312.83,808
ff75c7b5-37a7-4162-8d49-fd2d3b45045b,Thing Personal Care,Snacks,251.11,591
384b4815-19cc-453f-9465-9a1d0188bb20,Half Snacks,Baby Products,315.19,513
34af251e-1065-412d-88cd-16db58b05eeb,Staff Beverages,Household,405.19,388
ec59343c-5ffc-4c68-b376-2ef3e90ff114,Decision Household,Household,377.5,964
ea4a0c47-1935-4aa9-a4f1-e55093155edf,Society Baby Products,Snacks,350.67,530
8635670d-f0e4-4701-859a-5cd52671ef96,Network Snacks,Beverages,466.05,238
a6547c36-f265-40f0-aa7a-9ad1ea9da912,Season Baby Products,Beverages,54.27,687
b5815c9f-b461-457f-9501-86444f87cb31,Old Snacks,Personal Care,353.56,461
a951a9ad-427f-4514-b413-b75041565d9d,Room Personal Care,Pet Supplies,2.7,433
d2648d57-2966-4559-9db9-e59d726ad040,Recent Household,Snacks,74.01,417
c56d7810-56bb-419a-99ec-4f6946da37e1,Dog Beverages,Baby Products,431.11,639
dee672e9-60cc-4bed-b90b-3d11412ba249,Fly Baby Products,Pet Supplies,296.26,448
d380eaac-092f-4de0-a818-665311953da6,Happy Baby Products,Personal Care,254.26,433
940f3c43-271b-4934-8fdd-f800fb761bb4,Full Pet Supplies,Baby Products,186.52,840
c1b00ac5-2dd0-48ac-82d3-c218f83ada40,Thought Snacks,Personal Care,446.54,187
cce88f65-f2f6-402b-9dee-efef45589f94,Catch Snacks,Personal Care,387.1,689
94deb88f-550d-4e90-a3fc-e0f20baf3a46,Scene Beverages,Household,319.91,905
245f94de-6a50-4362-8d81-aa86f6708ee6,Little Beverages,Beverages,430.67,138
102023af-8724-4f87-a82a-c77284b070d1,Part Pet Supplies,Snacks,190.59,244
861763ef-70e2-425b-98cb-57a2d18342d0,Person Personal Care,Beverages,393.86,67
dfa43e2d-02dc-4ec8-8e64-3ad135a3f58c,Able Household,Personal Care,220.07,448
893d0db0-728e-4df2-8b3c-291b02966e86,Firm Snacks,Baby Products,312.74,157
e75f8517-56f1-4ab9-a528-635c3ca0557a,Score Beverages,Household,206.53,649
b49c8e41-1814-46b9-80a5-253bfa24fa61,None Household,Beverages,46.9,536
afae02d3-6844-4532-97ea-1886dfaedf6c,Series Pet Supplies,Household,444.55,239
7f48a1ff-8370-4acc-94df-2ba0fb4b605a,Range Pet Supplies,Personal Care,35.31,37
bd9d1e3a-69f2-4cb7-8e53-5d0ebc5cbec7,Give Household,Personal Care,287.02,908
768efd04-45ec-4c00-9c81-9234d8f03e7b,Herself Personal Care,Pet Supplies,75.57,680
b40af28d-f1d2-4497-a657-04007d6c7c0c,Over Baby Products,Household,428.25,322
b40cdc50-f537-42e5-a3a4-e583bf396cf8,Wear Personal Care,Baby Products,407.07,103
3c3f0cff-8221-48cd-b2a4-a34b2c8393df,Establish Snacks,Personal Care,421.15,32
9f04f36a-a5ea-4d00-ae55-bb917bb576d7,Western Beverages,Snacks,457.74,855
8516b00b-4530-4738-8b16-cf00255ee222,Smile Beverages,Household,65.55,518
57facbf0-eb3e-4a80-bc12-346672ccb174,Later Personal Care,Pet Supplies,95.99,162
faff43e0-72bd-486d-9b62-d7385bacd9e8,Grow Baby Products,Snacks,209.61,692
6ece2f85-1434-47a4-b298-8a51cc7609ad,Thing Baby Products,Household,136.67,63
5f2b385c-5272-4f0b-8fd5-8813f1dbaeac,Lead Baby Products,Snacks,384.98,846
37685a89-de8c-40b6-a00a-f7ba56e9fe97,First Personal Care,Personal Care,383.33,607
3d456683-1785-4a60-8f20-dec1009539d8,Number Baby Products,Personal Care,407.41,260
189a8e09-f583-4859-bc4a-e4f9b4076143,Discussion Personal Care,Baby Products,273.6,849
08d83756-fe13-4dd8-a46a-7785b3cd902a,Finish Personal Care,Baby Products,57.94,619
3fba82ce-8efb-4894-816d-b4f5868a9ab5,Carry Baby Products,Personal Care,16.38,87
8bf80b9a-0fe1-447d-af50-a3d046a18977,Wear Pet Supplies,Baby Products,366.74,866
8f8d5ee0-984b-485e-9b12-f51782010611,Good Pet Supplies,Beverages,214.48,829
2db6095d-6c78-4771-b32a-c7e8c0240ac1,Letter Personal Care,Personal Care,437.04,596
4163d4c0-db4e-435a-9694-316887822cb7,Common Baby Products,Household,151.49,485
11795cbd-a8ca-4c1a-928f-d764f95287b6,Worry Baby Products,Beverages,212.18,960
3ed67634-ab30-410b-a1a3-b0adce58c155,Out Baby Products,Pet Supplies,191.25,829
651ee5b9-678c-4e3c-9e4a-261f14fd452d,Experience Personal Care,Pet Supplies,334.27,552
ac3236b9-220a-49fb-9d68-baa5f60e1c5f,Exactly Beverages,Personal Care,187.56,5
860fff12-941d-4cd7-b76b-91d4803edc2e,Book Beverages,Baby Products,44.8,699
c6eb0588-46e7-4abc-9354-2b7e54a1e685,Against Household,Snacks,391.59,423
0f190fc9-9e3f-47d8-8ced-d7c03369eee9,Product Snacks,Personal Care,304.28,914
88d73752-49e2-421e-868c-53ffae0c3b99,Gas Personal Care,Baby Products,354.93,887
b19f39c2-d391-4f63-9d72-c42640ca1bbd,Think Beverages,Beverages,121.9,643
ff7574f3-a13f-4528-9d43-ad386a2f600b,Perform Personal Care,Personal Care,160.97,451
ff8d5ae7-c646-4a3d-a51f-8a67c5c00615,Choose Household,Household,63.51,162
bb442c7e-3c64-4ef1-990a-151695abe2e9,Program Baby Products,Snacks,386.91,286
711308d8-cfda-4696-aa73-f9c86c5a47b6,Majority Baby Products,Beverages,366.16,9
0d1961c1-fb31-4c20-b95d-54957f6c2917,Morning Pet Supplies,Personal Care,343.62,229
072e0f7b-f483-4949-a387-da309bddeb95,Painting Beverages,Personal Care,241.84,320
1ff0d2a7-c876-4b63-8700-d860a7cf772d,Condition Personal Care,Baby Products,201.46,811
cf719892-edf7-49c8-9595-cc83675de450,Agreement Household,Household,182.35,266
5457447c-401f-4ff6-a960-c33a749f8c5b,Policy Beverages,Snacks,161.83,276
453486c2-dfa1-4ebc-953a-1b7382bf2dcd,View Household,Pet Supplies,269.93,489
9ccf3561-a3ed-46ae-b794-4e8895b84cd7,Imagine Personal Care,Pet Supplies,134.58,891
30247c2c-7a0d-4143-bc1a-e3f0cd3e2443,Court Household,Beverages,84.16,380
3cc698df-7e6e-48fe-acb9-fef9d2621911,Realize Beverages,Household,78.17,2
61982d3b-2237-46e8-9d5c-a5da2f105d5d,Service Household,Baby Products,487.04,920
48690144-8478-4e8c-86fa-457ead7f510c,School Personal Care,Snacks,432.34,326
5b8e9332-84cb-47ef-9285-310040200d2b,Move Household,Baby Products,185.13,549
70ee73b6-894a-4aa3-923f-2c147a553bb7,Training Pet Supplies,Snacks,446.78,432
3ceec925-9959-4aac-b988-2a565d777b91,Risk Beverages,Personal Care,66.38,427
b2ea7208-3cbc-44a7-aba5-4a9eb5bbfd3a,Determine Personal Care,Household,205.52,195
3f5c7724-25ff-48d0-9f32-733cf51633b0,Manage Personal Care,Snacks,164.19,447
a8e384ce-6d52-45a2-8f47-ee328567f111,World Personal Care,Snacks,207.19,237
db385dc2-5721-430f-a0e8-83c09430e551,Can Beverages,Pet Supplies,179.75,116
03b698ec-fb11-4258-a257-c3c3222a52ac,Treat Beverages,Household,69.26,3
65cc64c2-06cc-4b72-93d8-8e1093481439,Maybe Personal Care,Beverages,29.25,864
b6c95357-5acd-446e-bba4-fd7efe0ee5ce,Again Pet Supplies,Baby Products,440.25,900
d5832aff-bd3f-4bef-9cbf-e82120c6700d,Stay Household,Pet Supplies,428.28,736
75c7b98c-625e-4e3c-ab8b-897d85b43d7f,Involve Pet Supplies,Personal Care,492.5,295
d7009fbc-000f-4c4a-9207-16d95f23b17d,Appear Household,Household,367.89,613
f0c030b3-c090-4d78-a79c-2ab58a0ef5db,Member Pet Supplies,Snacks,325.14,650
0d61fdea-209c-4dcc-8b8b-0c6b152c40ef,Act Baby Products,Personal Care,133.33,841
f74b023a-82cf-4101-99f3-2cd548b95c36,Air Pet Supplies,Pet Supplies,21.01,874
83869751-9b04-4a04-88e0-9a6dcfe3f6f3,Relationship Beverages,Beverages,153.79,893
cb600ada-5e98-4004-b41f-577ec34e429b,Parent Snacks,Personal Care,218.14,246
848fd623-8df5-4d22-8349-fbfbf22b688e,Section Pet Supplies,Personal Care,197.61,729
0090e948-0d8b-49a7-b46b-76d29baeb05b,Risk Pet Supplies,Beverages,312.65,861
a371d9f3-3f09-4133-8914-db396346c4ff,Serious Household,Beverages,397.17,387
ea29610e-1d68-4fd1-a228-717dc8913e2d,Despite Beverages,Snacks,49.12,453
559f6ee0-c616-4da4-b32c-f64cfef97a17,Billion Snacks,Snacks,485.12,336
6542e1ef-3051-4081-be45-49648e554da6,Argue Household,Personal Care,11.54,473
9aafe4ce-bc46-43ec-9126-5d43568139c3,Former Snacks,Personal Care,414.31,430
baaa3ca4-5ba7-4e61-8eea-c55fafb078df,World Beverages,Baby Products,333.82,720
588e5260-c78c-4049-9fba-0c9965e6dfb8,Kitchen Pet Supplies,Beverages,255.35,131
aad806c7-f194-4ca5-8186-09d3cde4cf8e,Practice Baby Products,Beverages,216.15,660
92d0cd68-ee4c-4d2b-b7be-62a21c125b41,Develop Snacks,Household,28.63,26
c6cede33-0942-49b4-8b98-3517f3ded660,Ten Snacks,Household,250.7,313
00e14f6b-63ea-4b39-b3c1-7f1a3e121dc6,Arm Baby Products,Personal Care,376.29,922
8f2ac0e2-4571-4171-8226-e6bd95fbb6ed,Radio Personal Care,Beverages,90.54,43
80b1c627-d13b-4422-a1c5-89581b739a5f,Reflect Baby Products,Pet Supplies,462.77,766
8305fddf-74d5-4272-bbf8-0acbaef9a558,Part Beverages,Pet Supplies,496.17,900
f51c261f-e3c4-41ec-b260-dbdf972d2c08,Suddenly Pet Supplies,Baby Products,489.94,859
4a808a11-40c3-4921-a307-53b992e68143,Walk Baby Products,Personal Care,66.93,486
e8a7a17a-633a-4bd7-a1e1-258a8f6ae4f4,Program Beverages,Beverages,25.8,867
de41c61a-897a-4863-8496-096fd66de323,Operation Snacks,Household,133.73,167
33f8dd6f-5151-4ef3-aa02-86663e212f7e,Nice Personal Care,Snacks,90.48,862
1276a296-da51-4949-952a-55384792111e,Old Baby Products,Household,43.6,288
3a4f5a15-cfae-44b6-8495-320250da074c,Recent Snacks,Baby Products,271.31,397
6306a755-c7ca-437e-9350-94f96b8acbe7,Early Household,Pet Supplies,234.56,919
324f6945-2d18-49d1-9ce7-40fe89820083,Across Household,Snacks,260.4,876
3f9d687b-df7e-4035-9b42-c2af83d5d554,Look Beverages,Personal Care,23.15,57
af7f0e42-0d48-43c6-9596-292d84af0404,Line Household,Beverages,406.61,780
f449741c-aea6-4178-917e-03aacc9cecd3,Employee Pet Supplies,Household,364.22,7
359b0cc3-8a35-425b-a646-170f30d41772,Purpose Pet Supplies,Snacks,204.85,560
8004d641-a2ad-4666-ad40-68be54d96bcd,Black Snacks,Household,54.94,786
d0ecad53-9df5-4a99-bcb6-f3913d42e6ed,During Household,Baby Products,55.33,915
8f09df49-7704-4b4c-aa68-c1a238af5a4f,Condition Personal Care,Beverages,247.23,493
3b68cb63-7e17-4dd9-ac99-c5571957d312,Daughter Household,Beverages,317.88,521
42f2c26b-2a30-434f-ae06-184c677bf6c7,Charge Personal Care,Snacks,379.91,646
5d9c4af4-3fe7-4ccc-9b1f-a860557f10d7,Include Beverages,Snacks,221.51,167
3597f70f-0d47-4e19-9a79-476d20182530,Force Baby Products,Snacks,108.96,6
26d415ea-e49d-42d8-918a-d0aac3522ef2,Sell Baby Products,Baby Products,280.44,670
a6831dea-ce04-4757-94ef-fde29fffa951,House Personal Care,Pet Supplies,356.26,928
6a362c4d-9436-493f-9574-901505d38b61,A Personal Care,Baby Products,341.91,508
2e4cbb1e-ecc1-4dbc-9d4d-5ef337d67f0a,Professor Household,Snacks,343.36,791
64477281-68b5-4534-8719-0dfd5226d957,Color Snacks,Beverages,272.23,595
24dfa846-d3d1-4669-ad89-38cf64a5230a,Move Household,Snacks,160.82,217
e98293ba-a6e5-4c8c-947c-dc5f9ade5ee9,Member Snacks,Baby Products,89.28,706
7c9a104e-e2ee-4d30-b656-3da138874b0e,Along Baby Products,Beverages,322.0,187
05f4017b-b011-4923-8475-2ba0c01a436e,Southern Household,Pet Supplies,70.8,87
ba4d9627-80e1-42b0-82dd-bc9def66fd12,Strategy Pet Supplies,Household,210.71,661
1b718091-5bbd-4ae3-accd-8caf9aa14c68,Course Pet Supplies,Baby Products,43.96,721
ff366854-e975-48d4-9936-798264503cc0,More Household,Baby Products,25.68,250
924306ef-03ed-452e-85f5-861b64264e7f,Tell Baby Products,Household,202.0,307
29f205fa-8950-4c16-a2eb-64facce95042,Study Snacks,Baby Products,3.01,691
233056f1-9761-4227-8838-bc6078fea72d,Religious Pet Supplies,Snacks,111.65,714
dca54b8b-41f0-474a-9815-a4c09aa26c70,Him Household,Personal Care,442.96,76
6d6c03a7-ea41-4a6a-bad6-aa13e235680d,Hundred Personal Care,Snacks,372.49,858
2ee9cfae-3247-4998-9a43-4ef50fc37692,Rather Personal Care,Snacks,282.02,862
a52893aa-f799-4ef5-bb9d-98030df861db,Development Snacks,Beverages,485.11,688
cfdb86cf-aa65-4c61-8f2e-9d36272c3202,Turn Snacks,Household,167.34,263
1aab18ac-af3e-4388-8be6-a4ca2e8a665b,Onto Pet Supplies,Household,371.1,554
ae8c6716-cbbd-48a4-a1bb-62c60a4b2549,Owner Personal Care,Household,396.66,456
0cdbb832-a6fa-4c01-a0a7-5e78b443da98,Ahead Personal Care,Household,286.63,19
2e1c53d8-1f55-4eeb-b06d-66916c19a3a4,Site Personal Care,Baby Products,160.88,845
f21b0e14-851f-476a-bf83-fab8f13a6176,Near Pet Supplies,Pet Supplies,280.57,770
fccce531-36e6-43f6-91a5-9f218428fcda,Benefit Personal Care,Baby Products,375.86,777
068f1015-3691-4830-b7be-d691b82eb106,Protect Pet Supplies,Baby Products,378.78,35
91acaee1-9aee-447d-8f0f-6367af330047,Accept Beverages,Beverages,181.17,14
8933e33f-bd9d-439c-89e1-3f4a3a56f578,Wish Baby Products,Snacks,335.87,327
c6ace22c-791b-4574-aa1e-e10da6f51ae2,Small Snacks,Snacks,83.37,385
856da637-4d19-4656-a89a-25ad35eb8210,Themselves Household,Pet Supplies,151.2,233
8074f5d5-f933-4e9f-804e-2722d7508f25,Sing Household,Beverages,321.32,81
aba8c141-a3dd-4ee0-b00d-0fed2795e9b5,Take Household,Pet Supplies,201.82,121
06163d95-412e-4322-a6de-832ce0815fd4,Those Pet Supplies,Snacks,147.91,892
3b51b718-49fb-49a9-b2e4-c9e85987af20,Interesting Household,Personal Care,126.19,747
9d7dd519-0da4-4635-87ae-6a7f626d2a70,Determine Household,Snacks,234.04,170
b8cc36a9-c990-4d9a-93ba-a220859df45c,How Personal Care,Baby Products,91.58,158
ffcd004c-56a2-48b5-8457-098ec6c51e16,Story Baby Products,Baby Products,237.75,512
74fea6d2-e437-482a-8b63-7ae7aa7e3a2f,Trade Pet Supplies,Beverages,132.91,81
954b2561-454c-467a-b1b5-f0e5e5e49a7e,Impact Personal Care,Pet Supplies,64.94,938
7fff2e8b-56cc-4aa5-9265-527221e2ff79,Speech Household,Personal Care,384.2,469
3aff973a-c136-4b29-b1b0-32fc83d3ff60,Section Snacks,Snacks,180.71,933
1ecff3c2-e750-4dd2-8bf8-a0e5f00e06b4,Specific Beverages,Pet Supplies,422.52,629
006bed6e-0399-4067-962a-352b7bec6316,Scene Snacks,Household,377.91,182
de1847d6-4ca1-4065-94e0-e856132e0fa7,Cold Household,Baby Products,171.41,199
22bf1a2b-f2c2-455b-b011-295fd68ebbbf,His Personal Care,Personal Care,12.73,838
47294da2-2aa5-425a-9e0f-04aa0130ed2b,Boy Baby Products,Pet Supplies,418.46,732
f4ade4e3-cd87-401e-8018-8d86ef60b37a,By Household,Household,388.54,193
2a0d20dc-b87d-4acf-bc31-fae0db8371e0,Once Snacks,Baby Products,346.22,841
18309ce4-c230-44e7-83b0-6e995f6917f0,Affect Household,Beverages,340.17,753
928f094f-14bd-47e4-a23a-6cda7af2237c,Window Pet Supplies,Snacks,215.97,484
915a9ec6-fb89-4737-af65-f399a3963902,Want Beverages,Household,2.91,289
b781aa13-00da-45bb-9357-804b3a527a97,Medical Baby Products,Personal Care,457.85,931
f9c7f7bf-56ad-4239-99ec-8886edd03891,Final Baby Products,Pet Supplies,143.03,611
edb354d4-5f62-4859-b03a-19c1037a44df,White Baby Products,Pet Supplies,135.3,389
74246682-6aed-4f08-962c-47b687f00408,Through Beverages,Snacks,137.46,379
